Index:PostionX:PostionY:PostionZ:RotationAngleX:RotationAngleY:RotationAngleZ:PhotonTime
444:4,378338:0,5005821:21,52789:1:2:270:2338748,742
445:4,478675:0,5005837:21,43586:1:2:270:2338748,758
446:4,575437:0,5005853:21,34691:1:2:270:2338748,775
447:4,668476:0,5006986:21,26105:1:2:270:2338748,792
448:4,75757:0,5014983:21,17909:360:2:270:2338748,809
449:4,843118:0,5026878:21,10091:360:2:270:2338748,843
450:4,925543:0,5040917:21,02668:360:2:270:2338748,859
451:5,00542:0,5048602:20,95551:360:2:270:2338748,876
452:5,08194:0,5053204:20,88711:360:2:270:2338748,893
453:5,155402:0,5053681:20,8216:360:2:270:2338748,91
454:5,225659:0,5050253:20,75887:360:2:270:2338748,927
455:5,292398:0,5045431:20,69901:360:2:270:2338748,96
456:5,355496:0,5040125:20,64207:360:3:270:2338748,98
457:5,414904:0,5034493:20,588:360:3:270:2338748,996
458:5,470568:0,5028926:20,53683:360:3:270:2338749,011
459:5,522119:0,5027643:20,4889:360:3:270:2338749,028
460:5,570574:0,5021319:20,44364:360:3:270:2338749,061
461:5,614926:0,5022747:20,40225:360:3:270:2338749,078
462:5,656425:0,5017656:20,36356:360:3:270:2338749,094
463:5,693865:0,5018697:20,3285:360:3:270:2338749,111
464:5,728024:0,5017232:20,29638:360:3:270:2338749,128
465:5,758516:0,5017718:20,26758:360:3:270:2338749,162
466:5,785598:0,5017291:20,24187:360:3:270:2338749,178
467:5,809155:0,5017347:20,21937:360:3:270:2338749,195
468:5,829252:0,5017219:20,20003:360:3:270:2338749,212
469:5,845879:0,501717:20,18389:360:3:270:2338749,228
470:5,859058:0,5017096:20,17096:360:3:270:2338749,262
471:5,868809:0,5017038:20,16125:360:4:270:2338749,279
472:5,875139:0,5017039:20,1548:360:4:270:2338749,296
473:5,878291:0,5015574:20,15158:360:4:270:2338749,312
474:5,878888:0,50124:20,15143:360:4:270:2338749,329
475:5,87793:0,500592:20,15238:360:4:270:2338749,362
476:5,877076:0,5001278:20,15301:360:4:270:2338749,379
477:5,876791:0,5000645:20,15321:1:4:271:2338749,398
478:5,876813:0,5000104:20,15318:1:4:271:2338749,412
479:5,876894:0,500001:20,15314:1:4:271:2338749,435
480:6,037649:0,499998:20,00086:1:4:271:2338749,463
481:6,043375:0,5000166:19,99478:1:4:271:2338749,479
482:6,046762:0,5000163:19,99124:1:4:271:2338749,497
483:6,049161:0,5000162:19,98873:1:4:271:2338749,514
484:6,051007:0,5000161:19,9868:1:4:271:2338749,531
485:6,052509:0,5000159:19,98523:1:4:271:2338749,547
486:6,053781:0,5000157:19,9839:1:4:271:2338749,581
487:6,054891:0,5000156:19,98274:1:4:271:2338749,598
488:6,055887:0,5000156:19,9817:1:4:271:2338749,615
489:6,056799:0,5000155:19,98075:1:4:271:2338749,631
490:6,057651:0,5000153:19,97986:1:4:271:2338749,648
491:6,058461:0,5000154:19,97901:1:4:271:2338749,681
492:6,059241:0,5000153:19,9782:1:4:271:2338749,698
493:6,060006:0,5000152:19,9774:1:4:271:2338749,715
494:6,060764:0,5000152:19,9766:1:4:271:2338749,732
495:6,061528:0,5000151:19,97581:1:4:271:2338749,748
496:6,062305:0,500015:19,97499:1:4:271:2338749,782
497:6,063107:0,5000148:19,97416:1:4:271:2338749,799
498:6,063944:0,5000148:19,97328:1:4:271:2338749,816
499:6,06483:0,5000147:19,97235:1:4:271:2338749,832
500:6,065781:0,5000148:19,97136:1:4:271:2338749,849
501:6,066813:0,5000147:19,97029:1:4:271:2338749,883
502:6,067949:0,5000145:19,9691:1:4:271:2338749,899
503:6,06922:0,5000145:19,96777:1:4:271:2338749,917
504:6,070665:0,5000144:19,96626:1:4:271:2338749,933
505:6,072334:0,5000142:19,96451:1:4:271:2338749,95
506:6,074301:0,500014:19,96246:1:4:271:2338749,967
507:6,076665:0,5000139:19,95999:1:4:271:2338750,001
508:6,079575:0,5000136:19,95695:1:4:271:2338750,018
509:6,083249:0,5000133:19,95311:1:4:271:2338750,034
510:6,088026:0,5000129:19,94812:1:4:271:2338750,051
511:6,094443:0,5000123:19,94141:1:4:271:2338750,068
512:6,103379:0,5000114:19,93207:1:4:271:2338750,102
513:6,116287:0,5000104:19,91858:1:4:271:2338750,119
514:6,135493:0,5000088:19,89851:1:4:271:2338750,136
515:6,16404:0,5000063:19,86868:1:4:271:2338750,152
516:6,202309:0,500003:19,82869:1:4:271:2338750,169
517:6,234918:0,5000004:19,79461:1:4:271:2338750,204
518:6,006211:0,5027159:19,62109:360:4:271:2338750,219
519:5,716126:0,5015811:19,41044:360:4:271:2338750,237
520:5,567778:0,5012423:19,30272:360:4:271:2338750,254
521:5,342112:0,5002585:19,15307:360:4:270:2338750,27
522:5,117228:0,5000551:19,01044:360:4:270:2338750,287
523:4,88483:0,5002083:18,88231:360:4:271:2338750,32
524:4,59408:0,50014:18,72079:360:4:271:2338750,337
525:4,435653:0,5001486:18,62929:360:4:271:2338750,354
526:4,168446:0,5032522:18,50314:360:4:271:2338750,371
527:3,824225:0,5032005:18,31942:360:3:271:2338750,387
528:3,77176:0,503153:18,29145:360:3:271:2338750,421
529:3,515549:0,5116704:18,18415:360:3:272:2338750,437
530:3,180452:0,512859:18,02783:360:3:272:2338750,455
531:3,125996:0,5130473:18,00245:360:3:272:2338750,471
532:2,919427:0,516737:17,91093:360:3:272:2338750,489
533:2,715542:0,5193048:17,82164:360:4:273:2338750,523
534:2,515743:0,5218258:17,73463:360:4:273:2338750,539
535:2,322632:0,5263697:17,65013:360:5:274:2338750,556
536:2,13656:0,53334:17,56856:360:6:275:2338750,573
537:1,956402:0,5417756:17,4896:360:7:276:2338750,59
538:1,78177:0,551331:17,41311:360:8:277:2338750,607
539:1,612629:0,5621067:17,33947:360:9:278:2338750,641
540:1,448762:0,5739708:17,26878:360:10:280:2338750,658
541:1,289823:0,5866834:17,20112:360:11:282:2338750,675
542:1,135684:0,6002191:17,13673:360:13:284:2338750,691
543:0,9866976:0,6150066:17,07611:360:14:286:2338750,709
544:0,8439134:0,6321301:17,02018:360:16:288:2338750,748
545:0,7093739:0,653603:16,97041:359:17:291:2338750,759
546:0,5787011:0,6774513:16,92241:358:19:294:2338750,776
547:0,4478694:0,6973296:16,87477:357:20:297:2338750,792
548:0,3175405:0,7145412:16,82795:356:22:300:2338750,809
549:0,190994:0,7317257:16,78419:355:23:303:2338750,843
550:0,06894628:0,7528739:16,74453:353:24:306:2338750,86
551:-0,05230226:0,772091:16,70626:352:25:309:2338750,877
552:-0,1731192:0,7885041:16,66887:350:26:313:2338750,894
553:-0,2932814:0,8025308:16,63248:348:27:316:2338750,911
554:-0,4127501:0,8142294:16,5971:345:27:319:2338750,927
555:-0,53171:0,8232132:16,56256:343:28:322:2338750,961
556:-0,650378:0,8289546:16,52848:340:28:326:2338750,978
557:-0,7690102:0,8308595:16,49447:337:28:329:2338750,994
558:-0,8876424:0,8288404:16,46045:335:28:332:2338751,011
559:-1,006275:0,8228973:16,42644:332:28:336:2338751,028
560:-1,124893:0,8130629:16,39245:330:28:340:2338751,062
561:-1,243407:0,7995605:16,35865:327:27:343:2338751,078
562:-1,361869:0,7822586:16,32494:324:26:347:2338751,095
563:-1,480277:0,7611625:16,29133:322:25:352:2338751,112
564:-1,598625:0,736288:16,25782:319:24:356:2338751,129
565:-1,716908:0,7076492:16,22444:317:22:1:2338751,162
566:-1,789973:0,733326:16,18621:312:17:7:2338751,179
567:-1,858862:0,7647632:16,14568:307:12:14:2338751,196
568:-1,928489:0,7895029:16,10563:304:4:23:2338751,213
569:-1,998117:0,8103186:16,06559:301:355:34:2338751,25
570:2,470723:0,5232882:17,78076:360:4:273:2338751,26
571:2,065636:0,5814128:17,8613:356:319:186:2338751,276
572:1,75122:0,598882:17,80114:355:319:187:2338751,294
573:1,445277:0,6196892:17,73976:355:319:187:2338751,311
574:1,102027:0,6430337:17,6709:355:319:187:2338751,328
575:0,6734126:0,6721837:17,58491:355:319:187:2338751,361
576:0,08854881:0,7119603:17,46758:355:319:187:2338751,378
577:-0,7655027:0,7700443:17,29624:355:319:187:2338751,395
578:-2,03524:0,8563991:17,04151:355:319:187:2338751,412
579:-3,675967:0,9679849:16,71236:355:319:187:2338751,429
580:-4,629453:1,032831:16,52107:355:319:187:2338751,462
581:-4,927989:1,072999:16,59818:358:321:192:2338751,479
582:-5,292444:1,118758:16,68841:7:328:210:2338751,496
583:-5,772995:1,180837:16,81143:7:328:210:2338751,513
584:-5,843598:1,189958:16,82951:7:328:210:2338751,53
585:-6,24436:1,235215:16,92803:11:334:222:2338751,546
586:-6,468671:1,262977:16,98372:11:334:222:2338751,58
587:-6,874629:1,303327:17,08226:14:340:235:2338751,597
588:-7,101743:1,3283:17,13794:14:340:235:2338751,614
589:-7,496797:1,257126:17,23047:332:24:356:2338751,63
590:-7,844899:1,256501:17,31369:332:24:356:2338751,647
591:-8,22183:1,255825:17,40381:332:24:356:2338751,681
592:-8,689706:1,254986:17,51566:332:24:356:2338751,697
593:-9,33409:1,25383:17,66971:332:24:356:2338751,714
594:-10,28557:1,252124:17,89718:332:24:356:2338751,731
595:-11,67544:1,249631:18,22946:332:24:356:2338751,747
596:-13,20633:1,246885:18,59545:332:24:356:2338751,784
597:-13,56047:1,24625:18,68011:332:24:356:2338751,798
598:-14,05344:1,3629:18,75768:326:21:9:2338751,815
599:-14,45754:1,402917:18,83433:326:21:9:2338751,832
600:-14,87208:1,441365:18,91143:322:19:16:2338751,849
601:-15,40436:1,475636:19,01141:317:13:31:2338751,882
602:-15,69316:1,498488:19,06565:317:13:31:2338751,899
603:-16,10369:1,521163:19,14276:315:9:39:2338751,916
604:-16,63589:1,540167:19,24272:312:359:58:2338751,933
605:-16,92476:1,554742:19,29698:312:359:58:2338751,95
606:-17,3353:1,565646:19,37408:311:354:67:2338751,967
607:-17,86742:1,569388:19,47403:312:343:87:2338752,002
608:-18,15637:1,575681:19,5283:312:343:87:2338752,018
609:-18,56691:1,574813:19,60541:313:338:96:2338752,035
610:-18,97744:1,57002:19,68252:314:334:105:2338752,057
611:-19,02743:1,684973:19,75525:73:84:340:2338752,068
612:-19,095:1,694733:19,77322:73:84:340:2338752,102
613:-19,15857:1,703915:19,79013:73:84:340:2338752,119
614:-19,2212:1,712962:19,80679:73:84:340:2338752,135
615:-19,2855:1,72225:19,82389:73:84:340:2338752,152
616:-19,35406:1,732152:19,84213:73:84:340:2338752,169
617:-19,42986:1,743101:19,86229:73:84:340:2338752,186
618:-19,51676:1,755654:19,88541:73:84:340:2338752,22
619:-19,62016:1,770589:19,91291:73:84:340:2338752,236
620:-19,74802:1,789059:19,94693:73:84:340:2338752,253
621:-19,91278:1,812857:19,99075:73:84:340:2338752,27
622:-20,1345:1,844884:20,04973:73:84:340:2338752,286
623:-20,44652:1,889954:20,13272:73:84:340:2338752,322
624:-20,90386:1,956015:20,25438:73:84:340:2338752,336
625:-21,58801:2,054836:20,43636:73:84:340:2338752,353
626:-22,56153:2,195456:20,69532:73:84:340:2338752,37
627:-23,60167:2,3457:20,972:73:84:340:2338752,387
628:-23,90613:2,389678:21,05298:73:84:340:2338752,42
629:-23,93433:2,433467:21,08782:67:93:351:2338752,437
630:-23,96253:2,473332:21,12266:59:97:357:2338752,454
631:-23,99073:2,509273:21,1575:52:100:1:2338752,47
632:-24,01893:2,54129:21,19234:44:101:5:2338752,487
633:-24,04713:2,569383:21,22718:37:102:8:2338752,52
634:-24,07533:2,593552:21,26202:29:102:10:2338752,537
635:-24,10353:2,613797:21,29686:22:102:12:2338752,554
636:-24,13173:2,630118:21,3317:15:101:15:2338752,57
637:-24,15993:2,642514:21,36654:7:100:17:2338752,587
638:-24,18813:2,650987:21,40138:360:99:19:2338752,621
639:-24,21633:2,655536:21,43622:352:98:22:2338752,638
640:-24,24453:2,656161:21,47106:345:96:24:2338752,654
641:-24,27273:2,652862:21,5059:338:94:27:2338752,671
642:-24,30093:2,645639:21,54074:331:91:31:2338752,688
643:-24,32913:2,634492:21,57558:324:88:35:2338752,723
644:-24,51406:2,397491:21,80404:301:358:130:2338752,738
645:-24,55474:2,404051:21,85429:301:358:130:2338752,755
646:-24,58294:2,357588:21,88913:305:347:142:2338752,772
647:-24,61114:2,307201:21,92397:310:339:151:2338752,788
648:-24,63934:2,25289:21,95881:316:332:158:2338752,822
649:-24,66754:2,194655:21,99365:323:328:163:2338752,839
650:-24,69574:2,132496:22,02849:329:324:168:2338752,856
651:-24,72394:2,066413:22,06333:336:321:171:2338752,873
652:-24,75214:1,996406:22,09817:343:319:174:2338752,889
653:-24,78034:1,922475:22,13301:350:317:177:2338752,923
654:-24,80854:1,84462:22,16785:358:316:180:2338752,94
655:-24,83674:1,762841:22,20269:5:314:182:2338752,957
656:-24,86494:1,677138:22,23753:12:314:184:2338752,974
657:-24,89314:1,587511:22,27237:19:313:186:2338752,991
658:-24,87824:1,638764:22,29254:20:312:184:2338753,008
659:-24,87627:1,656007:22,3148:21:311:182:2338753,041
660:-24,8743:1,669326:22,33705:22:310:180:2338753,058
661:-24,87236:1,680345:22,3589:23:309:179:2338753,075
662:-24,87132:1,692634:22,3776:24:309:177:2338753,091
663:-24,87062:1,704981:22,39397:25:308:176:2338753,108
664:-24,87025:1,715983:22,40905:26:308:175:2338753,141
665:-24,8701:1,725387:22,42299:26:307:174:2338753,158
666:-24,87025:1,733614:22,43556:27:307:173:2338753,175
667:-24,8707:1,740652:22,44682:28:306:172:2338753,195
668:-24,87824:1,638764:22,29254:20:312:184:2338753,209
669:-24,87627:1,656007:22,3148:21:311:182:2338753,242
670:-24,8743:1,669326:22,33705:22:310:180:2338753,259
671:-24,87236:1,680346:22,3589:23:309:179:2338753,276
672:-24,87132:1,692634:22,3776:24:309:177:2338753,292
673:-24,87062:1,704981:22,39397:25:308:176:2338753,309
674:-24,87025:1,715982:22,40905:26:308:175:2338753,342
675:-24,8701:1,725387:22,42299:26:307:174:2338753,359
676:-24,87025:1,733613:22,43556:27:307:173:2338753,376
677:-24,8707:1,740651:22,44682:28:306:172:2338753,392
678:-24,87145:1,746601:22,45677:28:306:172:2338753,41
679:-24,87252:1,751551:22,46538:29:306:171:2338753,426
680:-24,87392:1,755569:22,47264:29:306:171:2338753,46
681:-24,87565:1,758706:22,47857:29:305:170:2338753,477
682:-24,87772:1,761001:22,48316:30:305:170:2338753,493
683:-24,8801:1,762327:22,48653:30:305:170:2338753,511
684:-24,88284:1,762932:22,4885:30:305:170:2338753,527
685:-24,88595:1,762799:22,48912:31:305:170:2338753,562
686:-24,88943:1,761882:22,48841:31:305:170:2338753,579
687:-24,89328:1,760242:22,48634:31:306:171:2338753,596
688:-24,89751:1,757717:22,48298:31:306:171:2338753,613
689:-24,90212:1,754315:22,4783:31:306:172:2338753,63
690:-24,90713:1,750005:22,47232:31:306:173:2338753,647
691:-24,91255:1,744755:22,46502:31:307:173:2338753,687
692:-24,87025:1,715982:22,40906:26:308:175:2338753,7
693:-24,87831:1,698716:22,36503:23:314:188:2338753,717
694:-24,88766:1,696927:22,35353:23:314:188:2338753,734
695:-24,90028:1,694509:22,33798:23:314:188:2338753,751
696:-24,91843:1,691031:22,31563:23:314:188:2338753,768
697:-24,939:1,687084:22,2903:23:314:188:2338753,802
698:-24,92905:1,671851:22,27192:10:315:191:2338753,818
699:-24,91674:1,66198:22,24966:10:315:191:2338753,835
700:-24,89927:1,647977:22,21807:10:315:191:2338753,852
701:-24,87461:1,6282:22,17346:10:315:191:2338753,868
702:-24,85694:1,62207:22,14782:9:315:191:2338753,888
703:-24,83994:1,615165:22,13517:7:315:191:2338753,921
704:-24,82181:1,606827:22,12292:5:315:191:2338753,938
705:-24,80279:1,596742:22,11118:3:315:190:2338753,955
706:-24,78295:1,584782:22,09999:1:315:189:2338753,971
707:-24,76354:1,579494:22,09576:360:315:188:2338753,988
708:-24,74476:1,576381:22,09621:359:316:187:2338754,022
709:-24,72615:1,57221:22,09908:358:316:185:2338754,039
710:-24,70756:1,566063:22,10372:357:316:184:2338754,056
711:-24,68912:1,557765:22,10984:356:316:182:2338754,073
712:-24,67489:1,553406:22,11785:356:317:180:2338754,09
713:-24,6658:1,554246:22,12795:356:317:179:2338754,107
714:-24,65867:1,555259:22,13912:356:317:177:2338754,141
715:-24,65326:1,556474:22,14946:357:317:176:2338754,158
716:-24,65013:1,55902:22,15848:357:317:176:2338754,175
717:-24,64968:1,561591:22,16616:358:317:175:2338754,192
718:-24,65086:1,563488:22,17297:358:317:175:2338754,208
719:-24,65328:1,564008:22,17916:359:317:174:2338754,242
720:-24,65694:1,563176:22,18471:360:317:174:2338754,258
721:-24,66142:1,561166:22,18909:360:317:174:2338754,275
722:-24,66595:1,559653:22,19025:1:317:175:2338754,292
723:-24,67057:1,557512:22,18864:1:317:175:2338754,308
724:-24,67491:1,553705:22,18538:1:317:176:2338754,342
725:-24,67935:1,547732:22,18063:1:318:176:2338754,358
726:-24,68375:1,539705:22,1745:1:318:177:2338754,375
727:-24,68934:1,531085:22,16721:360:317:178:2338754,392
728:-24,6964:1,521112:22,15942:360:317:179:2338754,409
729:-24,70445:1,511881:22,15171:360:317:180:2338754,426
730:-24,70809:1,512836:22,14875:1:317:181:2338754,471
731:-24,71058:1,51476:22,14812:1:317:181:2338754,479
732:-24,71201:1,515643:22,14804:1:317:181:2338754,496
733:-24,7121:1,515606:22,14824:1:317:181:2338754,512
734:-24,71095:1,514669:22,14888:1:317:181:2338754,53
735:-24,70864:1,512809:22,1501:1:317:181:2338754,546
736:-24,70599:1,510606:22,15161:1:317:181:2338754,58
737:-24,70471:1,510464:22,15246:360:317:180:2338754,597
738:-24,70463:1,510367:22,15258:0:317:180:2338754,615
739:-24,70492:1,510165:22,15234:1:317:180:2338754,631
740:-24,70513:1,510036:22,15213:1:317:180:2338754,648
741:-24,70519:1,51002:22,15206:1:317:181:2338754,682
742:-24,70517:1,51001:22,15207:1:317:181:2338754,699
743:-24,70514:1,510003:22,15208:1:317:181:2338754,716
744:-24,70513:1,51:22,15209:0:317:180:2338754,733
745:-24,70513:1,509999:22,15209:0:317:180:2338754,749
746:-24,70513:1,51:22,15209:0:317:180:2338754,766
747:-24,70513:1,51:22,15209:1:317:180:2338754,8
748:-24,70513:1,51:22,15209:0:317:180:2338754,817
749:-24,70514:1,51:22,15209:0:317:180:2338754,834
750:-24,70514:1,51:22,15209:1:317:181:2338754,851
751:-24,70514:1,51:22,15209:0:317:180:2338754,868
752:-24,70514:1,51:22,15209:1:317:181:2338754,901
753:-24,70514:1,51:22,15209:0:317:180:2338754,918
754:-24,70514:1,51:22,15209:1:317:181:2338754,935
755:-24,70514:1,51:22,15209:0:317:180:2338754,951
756:-24,70514:1,51:22,15209:1:317:181:2338754,974
757:-24,70514:1,51:22,15209:0:317:180:2338755,001
758:-24,70514:1,51:22,15209:0:317:180:2338755,019
759:-24,70514:1,51:22,15209:0:317:180:2338755,035
760:-24,70514:1,51:22,15209:0:317:180:2338755,052
761:-24,70514:1,51:22,15209:0:317:180:2338755,069
762:-24,70514:1,51:22,15209:0:317:180:2338755,102
763:-24,70514:1,51:22,15209:0:317:180:2338755,119
764:-24,70514:1,51:22,15209:0:317:180:2338755,136
765:-24,70514:1,51:22,15209:0:317:180:2338755,153
766:-24,70514:1,51:22,15209:0:317:180:2338755,17
767:-24,70514:1,51:22,15209:0:317:180:2338755,187
768:-24,70514:1,51:22,15209:0:317:180:2338755,22
769:-24,70514:1,51:22,15209:0:317:180:2338755,238
770:-24,70514:1,51:22,15209:0:317:180:2338755,255
771:-24,70514:1,51:22,15209:0:317:180:2338755,271
772:-24,70514:1,51:22,15209:0:317:180:2338755,288
773:-24,70514:1,51:22,15209:0:317:180:2338755,321
774:-24,70514:1,51:22,15209:0:317:180:2338755,341
775:-24,70514:1,51:22,15209:0:317:180:2338755,355
776:-24,70514:1,51:22,15209:0:317:180:2338755,372
777:-24,70514:1,51:22,15209:0:317:180:2338755,389
778:-24,70514:1,51:22,15209:0:317:180:2338755,423
779:-24,70514:1,51:22,15209:0:317:180:2338755,44
780:-24,70514:1,51:22,15209:0:317:180:2338755,457
781:-24,70514:1,51:22,15209:0:317:180:2338755,473
782:-24,70514:1,51:22,15209:0:317:180:2338755,491
783:-24,70514:1,51:22,15209:0:317:180:2338755,507
784:-24,70514:1,51:22,15209:0:317:180:2338755,541
785:-24,70514:1,51:22,15209:0:317:180:2338755,558
786:-24,70514:1,51:22,15209:0:317:180:2338755,575
787:-24,70514:1,51:22,15209:0:317:180:2338755,591
788:-24,70514:1,51:22,15209:0:317:180:2338755,608
789:-24,70514:1,51:22,15209:0:317:180:2338755,641
790:-24,70514:1,51:22,15209:0:317:180:2338755,658
791:-24,70514:1,51:22,15209:0:317:180:2338755,675
792:-24,70514:1,51:22,15209:0:317:180:2338755,691
793:-24,70514:1,51:22,15209:0:317:180:2338755,708
794:-24,70514:1,51:22,15209:0:317:180:2338755,741
795:-24,70514:1,51:22,15209:0:317:180:2338755,758
796:-24,70514:1,51:22,15209:0:317:180:2338755,775
797:-24,70514:1,51:22,15209:0:317:180:2338755,791
798:-24,70514:1,51:22,15209:0:317:180:2338755,808
799:-24,70514:1,51:22,15209:0:317:180:2338755,842
800:-24,70514:1,51:22,15209:0:317:180:2338755,86
801:-24,70514:1,51:22,15209:0:317:180:2338755,875
802:-24,70514:1,51:22,15209:0:317:180:2338755,892
803:-24,70514:1,51:22,15209:0:317:180:2338755,908
804:-24,70514:1,51:22,15209:0:317:180:2338755,946
805:-24,70514:1,51:22,15209:0:317:180:2338755,958
806:-24,70514:1,51:22,15209:0:317:180:2338755,976
807:-24,70514:1,51:22,15209:0:317:180:2338755,993
808:-24,70514:1,51:22,15209:0:317:180:2338756,01
809:-24,70514:1,51:22,15209:0:317:180:2338756,026
810:-24,70514:1,51:22,15209:0:317:180:2338756,06
811:-24,70514:1,51:22,15209:0:317:180:2338756,076
812:-24,70514:1,51:22,15209:0:317:180:2338756,093
813:-24,70514:1,51:22,15209:0:317:180:2338756,11
814:-24,70514:1,51:22,15209:0:317:180:2338756,126
815:-24,70514:1,51:22,15209:0:317:180:2338756,161
816:-24,70514:1,51:22,15209:0:317:180:2338756,176
817:-24,70514:1,51:22,15209:0:317:180:2338756,193
818:-24,70514:1,51:22,15209:0:317:180:2338756,21
819:-24,70514:1,51:22,15209:0:317:180:2338756,226
820:-24,70514:1,51:22,15209:0:317:180:2338756,26
821:-24,70514:1,51:22,15209:0:317:180:2338756,277
822:-24,70514:1,51:22,15209:0:317:180:2338756,294
823:-24,70514:1,51:22,15209:0:317:180:2338756,31
824:-24,70514:1,51:22,15209:0:317:180:2338756,327
825:-24,70514:1,51:22,15209:0:317:180:2338756,361
826:-24,70514:1,51:22,15209:0:317:180:2338756,378
827:-24,70514:1,51:22,15209:0:317:180:2338756,394
828:-24,70514:1,51:22,15209:0:317:180:2338756,412
829:-24,70514:1,51:22,15209:0:317:180:2338756,429
830:-24,70514:1,51:22,15209:0:317:180:2338756,462
831:-24,70514:1,51:22,15209:0:317:180:2338756,479
832:-24,70514:1,51:22,15209:0:317:180:2338756,496
833:-24,70514:1,51:22,15209:0:317:180:2338756,512
834:-24,70514:1,51:22,15209:0:317:180:2338756,529
835:-24,70514:1,51:22,15209:0:317:180:2338756,563
836:-24,70514:1,51:22,15209:0:317:180:2338756,579
837:-24,70514:1,51:22,15209:0:317:180:2338756,596
838:-24,70514:1,51:22,15209:0:317:180:2338756,613
839:-24,70514:1,51:22,15209:0:317:180:2338756,631
840:-24,70514:1,51:22,15209:0:317:180:2338756,647
841:-24,70514:1,51:22,15209:0:317:180:2338756,681
842:-24,70514:1,51:22,15209:0:317:180:2338756,698
843:-24,70514:1,51:22,15209:0:317:180:2338756,715
844:-24,70514:1,51:22,15209:0:317:180:2338756,732
845:-24,70514:1,51:22,15209:0:317:180:2338756,748
846:-24,70514:1,51:22,15209:0:317:180:2338756,781
847:-24,70514:1,51:22,15209:0:317:180:2338756,798
848:-24,70514:1,51:22,15209:0:317:180:2338756,815
849:-24,70514:1,51:22,15209:0:317:180:2338756,832
850:-24,70514:1,51:22,15209:0:317:180:2338756,848
851:-24,70514:1,51:22,15209:0:317:180:2338756,882
852:-24,70514:1,51:22,15209:0:317:180:2338756,898
853:-24,70514:1,51:22,15209:0:317:180:2338756,915
854:-24,70514:1,51:22,15209:0:317:180:2338756,95
855:-24,70514:1,51:22,15209:0:317:180:2338756,95
856:-24,70514:1,51:22,15209:0:317:180:2338756,966
857:-24,70514:1,51:22,15209:0:317:180:2338757
858:-24,70514:1,51:22,15209:0:317:180:2338757,017
859:-24,70514:1,51:22,15209:0:317:180:2338757,033
860:-24,70514:1,51:22,15209:0:317:180:2338757,05
861:-24,70514:1,51:22,15209:0:317:180:2338757,067
862:-24,70514:1,51:22,15209:0:317:180:2338757,101
863:-24,70514:1,51:22,15209:0:317:180:2338757,118
864:-24,70514:1,51:22,15209:0:317:180:2338757,135
865:-24,70514:1,51:22,15209:0:317:180:2338757,152
866:-24,70514:1,51:22,15209:0:317:180:2338757,169
867:-24,70514:1,51:22,15209:0:317:180:2338757,203
868:-24,70514:1,51:22,15209:0:317:180:2338757,219
869:-24,70514:1,51:22,15209:0:317:180:2338757,236
870:-24,70514:1,51:22,15209:0:317:180:2338757,253
871:-24,70514:1,51:22,15209:0:317:180:2338757,27
872:-24,70514:1,51:22,15209:0:317:180:2338757,287
873:-24,70514:1,51:22,15209:0:317:180:2338757,32
874:-24,70514:1,51:22,15209:0:317:180:2338757,337
875:-24,70514:1,51:22,15209:0:317:180:2338757,354
876:-24,70514:1,51:22,15209:0:317:180:2338757,376
877:-24,70514:1,51:22,15209:0:317:180:2338757,387
878:-24,70514:1,51:22,15209:0:317:180:2338757,42
879:-24,70514:1,51:22,15209:0:317:180:2338757,437
880:-24,70514:1,51:22,15209:0:317:180:2338757,454
881:-24,70514:1,51:22,15209:0:317:180:2338757,471
882:-24,70514:1,51:22,15209:0:317:180:2338757,488
883:-24,70514:1,51:22,15209:0:317:180:2338757,522
884:-24,70514:1,51:22,15209:0:317:180:2338757,538
885:-24,70514:1,51:22,15209:0:317:180:2338757,555
886:-24,70514:1,51:22,15209:0:317:180:2338757,572
887:-24,70514:1,51:22,15209:0:317:180:2338757,589
888:-24,70514:1,51:22,15209:0:317:180:2338757,606
889:-24,70514:1,51:22,15209:0:317:180:2338757,64
890:-24,70514:1,51:22,15209:0:317:180:2338757,657
891:-24,70514:1,51:22,15209:0:317:180:2338757,673
892:-24,70514:1,51:22,15209:0:317:180:2338757,69
893:-24,70514:1,51:22,15209:0:317:180:2338757,707
894:-24,70514:1,51:22,15209:0:317:180:2338757,741
895:-24,70514:1,51:22,15209:0:317:180:2338757,758
896:-24,70514:1,51:22,15209:0:317:180:2338757,775
897:-24,70514:1,51:22,15209:0:317:180:2338757,792
898:-24,70514:1,51:22,15209:0:317:180:2338757,809
899:-24,70514:1,51:22,15209:0:317:180:2338757,842
900:-24,70514:1,51:22,15209:0:317:180:2338757,859
